Car_Type,Model_Year,Mileage_thousands_km,Engine_cc,Price_million_IRR
Samand,1396,46,1800,33.1
Peugeot,1385,88,2000,105.3
Samand,1403,135,1800,56.4
Peugeot,1385,58,2000,49.6
Tiba,1389,93,1500,32.5
Samand,1387,178,1800,57.7
Samand,1387,59,1800,64.7
Dena,1402,38,1800,139.1
Samand,1392,3,1800,64.6
Samand,1389,241,1800,47.1
Peugeot,1393,222,2000,70.5
Peugeot,1393,189,2000,42.9
Dena,1385,162,1800,121.8
Pride,1386,179,1500,32.8
Peugeot,1388,66,2000,75.0
Pride,1390,161,1500,29.5
Dena,1390,37,1800,101.7
Peugeot,1394,104,2000,68.2
Pride,1390,0,1500,39.5
Peugeot,1387,239,2000,80.2
Dena,1401,54,1800,101.9
Samand,1386,180,1800,36.1
Dena,1397,81,1800,123.7
Tiba,1390,130,1500,51.2
Dena,1403,31,1800,153.5
Peugeot,1390,18,2000,48.1
Tiba,1386,198,1500,28.3
Tiba,1387,165,1500,42.6
Pride,1388,132,1500,23.3
Peugeot,1399,102,2000,101.0
Tiba,1393,30,1500,35.1
Dena,1385,17,1800,127.3
Dena,1397,75,1800,138.2
Pride,1386,236,1500,27.7
Peugeot,1400,151,2000,97.6
Samand,1402,12,1800,38.2
Peugeot,1402,12,2000,108.6
Samand,1401,64,1800,35.9
Pride,1395,34,1500,29.8
Pride,1395,193,1500,29.7
Peugeot,1392,31,2000,87.7
Dena,1393,20,1800,120.4
Pride,1385,181,1500,48.1
Tiba,1397,201,1500,54.9
Dena,1386,79,1800,137.4
Dena,1393,166,1800,87.4
Dena,1402,174,1800,137.4
Tiba,1398,207,1500,41.1
Peugeot,1392,110,2000,84.4
Pride,1403,46,1500,26.4
Pride,1390,59,1500,33.6
Tiba,1396,84,1500,28.5
Dena,1402,209,1800,128.9
Samand,1390,84,1800,64.2
Pride,1393,15,1500,38.8
Tiba,1401,47,1500,40.8
Dena,1399,151,1800,94.4
Peugeot,1401,42,2000,53.7
Samand,1393,25,1800,33.3
Peugeot,1403,226,2000,82.2
Tiba,1385,226,1500,52.7
Dena,1402,123,1800,101.6
Pride,1400,73,1500,35.1
Samand,1403,63,1800,43.8
Dena,1403,124,1800,102.7
Tiba,1398,212,1500,50.6
Samand,1391,248,1800,35.3
Peugeot,1397,49,2000,65.4
Dena,1392,168,1800,84.6
Pride,1393,167,1500,40.3
Tiba,1394,133,1500,45.9
Dena,1400,202,1800,92.4
Peugeot,1401,249,2000,90.1
Samand,1394,35,1800,44.4
Peugeot,1399,81,2000,109.9
Peugeot,1395,49,2000,40.7
Pride,1389,126,1500,39.8
Dena,1399,214,1800,125.1
Peugeot,1401,121,2000,61.4
Dena,1401,128,1800,123.6
Samand,1389,161,1800,40.6
Pride,1389,97,1500,48.2
Peugeot,1387,133,2000,93.2
Dena,1398,128,1800,82.0
Samand,1402,144,1800,61.8
Tiba,1398,165,1500,31.7
Dena,1403,133,1800,90.7
Peugeot,1400,162,2000,95.3
Peugeot,1386,69,2000,87.6
Tiba,1391,239,1500,29.9
Pride,1398,72,1500,34.8
Dena,1391,129,1800,87.8
Samand,1401,129,1800,33.2
Tiba,1395,248,1500,44.2
Pride,1394,242,1500,32.7
Samand,1387,235,1800,31.2
Peugeot,1386,77,2000,51.7
Pride,1388,159,1500,23.8
Tiba,1394,190,1500,28.0
Tiba,1394,32,1500,44.6
Samand,1391,49,1800,63.0
Peugeot,1389,208,2000,89.0
Tiba,1402,136,1500,52.7
Tiba,1389,120,1500,46.1
Peugeot,1390,154,2000,41.2
Pride,1393,152,1500,25.3
Pride,1402,226,1500,41.5
Samand,1385,50,1800,49.4
Pride,1389,92,1500,45.2
Peugeot,1388,102,2000,69.7
Peugeot,1397,209,2000,60.5
Pride,1396,152,1500,26.3
Tiba,1391,115,1500,25.6
Samand,1395,168,1800,57.7
Tiba,1389,88,1500,47.6
Peugeot,1403,45,2000,93.0
Peugeot,1395,186,2000,64.2
Peugeot,1393,207,2000,70.4
Samand,1401,13,1800,30.2
Pride,1398,101,1500,48.6
Pride,1394,53,1500,24.8
Pride,1400,113,1500,22.6
Peugeot,1400,225,2000,52.1
Pride,1402,75,1500,23.0
Samand,1393,126,1800,61.5
Peugeot,1389,210,2000,53.8
Samand,1399,7,1800,58.9
Peugeot,1390,17,2000,71.0
Samand,1402,192,1800,43.7
Samand,1402,197,1800,58.5
Samand,1401,80,1800,39.2
Samand,1398,184,1800,40.8
Pride,1398,168,1500,42.2
Pride,1403,5,1500,23.7
Peugeot,1385,206,2000,93.2
Pride,1391,228,1500,41.0
Peugeot,1402,192,2000,101.1
Samand,1385,63,1800,33.1
Peugeot,1392,55,2000,89.2
Peugeot,1402,87,2000,80.1
Peugeot,1388,13,2000,68.3
Dena,1390,87,1800,142.5
Tiba,1403,86,1500,53.1
Pride,1400,9,1500,48.7
Samand,1400,146,1800,56.9
Dena,1397,226,1800,143.4
Pride,1394,160,1500,45.6
Pride,1391,7,1500,43.3
Dena,1396,63,1800,111.3
Tiba,1395,133,1500,51.2
Pride,1386,217,1500,20.3
Peugeot,1401,95,2000,68.0
Peugeot,1390,169,2000,73.1
Dena,1398,42,1800,137.4
Dena,1393,59,1800,104.3
Peugeot,1397,34,2000,94.2
Peugeot,1388,96,2000,99.6
Samand,1398,95,1800,48.4
Dena,1401,8,1800,92.5
Tiba,1387,187,1500,44.0
Dena,1393,7,1800,85.9
Pride,1396,233,1500,48.4
Samand,1396,42,1800,53.8
Peugeot,1395,143,2000,99.3
Pride,1399,240,1500,31.6
Tiba,1401,225,1500,25.8
Samand,1394,90,1800,37.5
Dena,1386,137,1800,81.8
Peugeot,1386,113,2000,53.1
Pride,1385,127,1500,23.3
Dena,1394,4,1800,133.3
Samand,1394,56,1800,50.6
Peugeot,1392,54,2000,82.0
Samand,1400,97,1800,59.6
Pride,1399,131,1500,48.4
Peugeot,1401,162,2000,63.0
Dena,1394,216,1800,140.3
Tiba,1399,216,1500,34.1
Peugeot,1398,213,2000,56.7
Samand,1396,183,1800,45.9
Samand,1388,102,1800,33.8
Dena,1397,193,1800,109.4
Dena,1396,211,1800,116.7
Peugeot,1401,91,2000,44.1
Dena,1391,194,1800,114.9
Dena,1399,8,1800,149.1
Peugeot,1393,228,2000,44.4
Peugeot,1394,137,2000,53.1
Peugeot,1398,20,2000,78.7
Dena,1392,215,1800,114.0
Dena,1393,232,1800,108.6
Dena,1390,221,1800,112.3
Peugeot,1385,22,2000,90.3
Tiba,1402,225,1500,25.6
Samand,1389,237,1800,36.2
Pride,1394,191,1500,29.2
Dena,1388,54,1800,98.0
Samand,1396,188,1800,58.8
Pride,1402,14,1500,41.7
Peugeot,1392,142,2000,99.8
Samand,1398,116,1800,56.7
Dena,1401,207,1800,81.6
Pride,1399,44,1500,25.1
Dena,1392,67,1800,85.2
Dena,1389,104,1800,110.0
Peugeot,1396,190,2000,63.1
Peugeot,1402,147,2000,75.3
Peugeot,1397,33,2000,74.7
Dena,1402,27,1800,130.6
Tiba,1395,210,1500,35.8
Peugeot,1388,137,2000,52.1
Samand,1385,23,1800,46.5
Tiba,1392,231,1500,33.6
Tiba,1390,132,1500,45.1
Peugeot,1392,241,2000,101.3
Dena,1387,146,1800,83.1
Samand,1402,93,1800,39.5
Tiba,1389,9,1500,54.3
Peugeot,1388,73,2000,64.0
Tiba,1391,119,1500,34.8
Dena,1397,160,1800,88.9
Peugeot,1387,185,2000,61.1
Dena,1388,239,1800,102.5
Dena,1388,131,1800,98.1
Samand,1385,237,1800,60.1
Samand,1398,181,1800,55.2
Dena,1400,176,1800,130.0
Dena,1396,134,1800,109.3
Pride,1399,128,1500,42.2
Pride,1392,122,1500,38.8
Pride,1396,150,1500,29.6
Pride,1386,116,1500,24.5
Peugeot,1403,180,2000,101.5
Dena,1394,23,1800,99.4
Peugeot,1399,62,2000,100.1
Pride,1385,157,1500,36.5
Pride,1391,84,1500,20.9
Pride,1387,112,1500,42.4
Pride,1385,228,1500,43.0
Tiba,1387,112,1500,42.6
Tiba,1391,174,1500,38.0
Dena,1399,87,1800,86.3
Dena,1399,69,1800,108.2
Samand,1392,39,1800,49.9
Peugeot,1385,66,2000,66.4
Pride,1403,164,1500,49.5
Peugeot,1391,42,2000,78.3
Samand,1400,245,1800,43.6
Samand,1388,1,1800,38.9
Samand,1395,178,1800,48.1
Peugeot,1403,50,2000,106.6
Peugeot,1403,250,2000,107.1
Peugeot,1402,103,2000,68.4
Pride,1393,127,1500,20.4
Dena,1394,243,1800,94.2
Tiba,1396,75,1500,36.6
Dena,1387,219,1800,129.1
Dena,1385,146,1800,140.5
Tiba,1403,120,1500,44.5
Tiba,1393,129,1500,51.8
Peugeot,1402,183,2000,87.4
Pride,1393,162,1500,45.3
Peugeot,1393,67,2000,43.5
Dena,1399,175,1800,120.5
Dena,1387,137,1800,154.7
Tiba,1388,189,1500,41.9
Dena,1393,214,1800,114.0
Peugeot,1399,150,2000,84.5
Tiba,1397,120,1500,48.8
Peugeot,1386,87,2000,90.4
Pride,1395,155,1500,22.4
Pride,1398,200,1500,34.2
Pride,1390,229,1500,48.7
Pride,1401,57,1500,49.3
Tiba,1391,37,1500,42.3
Tiba,1388,222,1500,48.8
Samand,1400,228,1800,38.8
Dena,1396,27,1800,103.7
Peugeot,1393,209,2000,50.1
Samand,1399,188,1800,60.1
Peugeot,1388,32,2000,48.1
Pride,1398,215,1500,31.1
Tiba,1391,224,1500,54.3
Pride,1397,55,1500,26.6
Samand,1387,97,1800,31.6
Dena,1399,94,1800,80.6
Samand,1398,193,1800,34.2
Peugeot,1401,32,2000,101.6
Peugeot,1391,59,2000,44.3
Pride,1397,83,1500,30.0
Tiba,1385,20,1500,54.6
Samand,1391,143,1800,51.6
Dena,1394,139,1800,95.9
Pride,1388,81,1500,49.2
Tiba,1387,183,1500,54.4
Tiba,1402,207,1500,31.5
Tiba,1396,128,1500,46.7
Samand,1388,213,1800,48.9
Tiba,1399,73,1500,37.7
Dena,1390,200,1800,119.4
Pride,1398,149,1500,40.2
Tiba,1392,139,1500,41.9
Samand,1394,130,1800,42.4
Tiba,1391,10,1500,33.5
Tiba,1391,111,1500,45.4
Samand,1390,172,1800,37.9
Dena,1397,205,1800,151.1
Peugeot,1394,204,2000,108.7
Dena,1399,23,1800,105.9
Dena,1400,74,1800,97.1
Samand,1389,245,1800,34.3
Tiba,1399,216,1500,51.2
Dena,1403,240,1800,87.6
Dena,1387,38,1800,112.7
Samand,1386,195,1800,63.6
Dena,1402,183,1800,137.8
Tiba,1392,166,1500,42.7
Tiba,1390,196,1500,42.4
Dena,1396,209,1800,116.7
Tiba,1386,175,1500,36.6
Tiba,1388,200,1500,36.8
Pride,1394,161,1500,35.3
Dena,1393,167,1800,147.5
Peugeot,1398,241,2000,54.6
Dena,1385,83,1800,136.8
Tiba,1397,2,1500,53.2
Pride,1393,42,1500,29.3
Tiba,1386,36,1500,31.1
Pride,1402,163,1500,49.8
Samand,1389,14,1800,43.4
Samand,1388,139,1800,32.5
Peugeot,1388,91,2000,100.4
Dena,1386,64,1800,133.1
Pride,1399,237,1500,21.0
Pride,1391,26,1500,29.7
Peugeot,1386,49,2000,101.4
Peugeot,1396,110,2000,85.7
Tiba,1392,145,1500,51.0
Samand,1389,139,1800,60.7
Pride,1390,132,1500,49.9
Pride,1398,118,1500,38.5
Tiba,1387,209,1500,50.9
Tiba,1393,240,1500,32.3
Tiba,1395,249,1500,37.3
Peugeot,1397,134,2000,42.3
Peugeot,1393,166,2000,42.8
Tiba,1385,171,1500,27.8
Dena,1390,232,1800,133.5
Peugeot,1387,247,2000,68.8
Pride,1398,16,1500,48.4
Dena,1387,156,1800,156.2
Peugeot,1398,98,2000,42.3
Pride,1397,72,1500,38.7
Samand,1400,247,1800,52.9
Samand,1396,166,1800,32.0
Pride,1400,196,1500,33.2
Dena,1390,20,1800,83.7
Tiba,1403,46,1500,33.3
Samand,1401,198,1800,38.2
Pride,1387,193,1500,48.7
Dena,1398,213,1800,118.5
Dena,1401,176,1800,116.2
Dena,1388,120,1800,146.1
Peugeot,1403,12,2000,74.9
Peugeot,1389,14,2000,88.8
Pride,1403,245,1500,30.3
Peugeot,1390,243,2000,67.6
Peugeot,1390,167,2000,42.3
Tiba,1398,110,1500,36.0
Tiba,1389,45,1500,33.7
Tiba,1389,233,1500,54.0
Peugeot,1385,184,2000,52.2
Peugeot,1403,214,2000,43.4
Pride,1395,23,1500,37.8
Tiba,1401,219,1500,29.0
Tiba,1399,195,1500,48.5
Samand,1388,216,1800,35.5
Samand,1402,63,1800,44.4
Tiba,1395,111,1500,38.7
Peugeot,1389,237,2000,84.4
Samand,1387,81,1800,37.2
Pride,1386,152,1500,29.9
Samand,1392,159,1800,34.9
Tiba,1403,153,1500,50.2
Pride,1398,164,1500,34.3
Dena,1388,67,1800,119.3
Samand,1396,84,1800,54.1
Tiba,1400,239,1500,30.7
Tiba,1400,115,1500,49.1
Peugeot,1386,197,2000,42.9
Pride,1400,187,1500,45.4
Peugeot,1399,238,2000,109.8
Dena,1396,82,1800,130.8
Dena,1402,216,1800,110.0
Pride,1393,147,1500,47.3
Tiba,1400,53,1500,49.4
Peugeot,1390,244,2000,78.8
Tiba,1392,75,1500,31.0
Dena,1396,203,1800,149.9
Pride,1385,98,1500,36.8
Dena,1397,96,1800,82.8
Samand,1386,205,1800,43.4
Tiba,1400,175,1500,47.5
Peugeot,1386,189,2000,89.3
Pride,1400,85,1500,34.1
Tiba,1386,154,1500,51.4
Peugeot,1391,133,2000,95.7
Pride,1388,217,1500,37.0
Samand,1387,193,1800,42.5
Pride,1400,220,1500,49.0
Dena,1395,46,1800,113.3
Pride,1399,137,1500,30.8
Peugeot,1400,4,2000,94.9
Peugeot,1399,150,2000,68.0
Tiba,1386,233,1500,50.2
Pride,1403,153,1500,39.3
Samand,1399,111,1800,57.1
Pride,1386,41,1500,33.2
Dena,1400,141,1800,85.3
Pride,1401,205,1500,37.6
Tiba,1389,47,1500,51.3
Tiba,1390,23,1500,37.1
Samand,1396,166,1800,34.5
Tiba,1385,223,1500,50.7
Tiba,1401,30,1500,38.8
Samand,1397,243,1800,61.7
Peugeot,1387,2,2000,59.9
Tiba,1385,46,1500,31.2
Peugeot,1397,100,2000,89.2
Samand,1396,151,1800,58.6
Tiba,1399,131,1500,45.9
Dena,1391,59,1800,117.8
Samand,1401,201,1800,32.9
Samand,1386,147,1800,30.8
Pride,1402,246,1500,48.1
Samand,1386,180,1800,45.2
Pride,1397,151,1500,24.5
Dena,1392,162,1800,142.7
Dena,1388,87,1800,138.4
Tiba,1401,246,1500,39.1
Pride,1399,102,1500,38.3
Dena,1390,28,1800,104.6
Dena,1386,141,1800,103.0
Peugeot,1396,104,2000,93.7
Peugeot,1391,2,2000,58.8
Tiba,1386,72,1500,31.2
Pride,1388,33,1500,42.7
Dena,1388,249,1800,124.5
Tiba,1397,143,1500,51.5
Samand,1397,92,1800,39.7
Samand,1403,0,1800,32.6
Dena,1393,104,1800,92.8
Peugeot,1392,197,2000,45.7
Peugeot,1393,98,2000,90.1
Samand,1399,65,1800,62.9
Dena,1387,29,1800,138.4
Dena,1393,153,1800,133.7
Samand,1394,169,1800,34.9
Dena,1389,88,1800,157.0
Tiba,1389,67,1500,33.8
Samand,1386,154,1800,30.8
Pride,1391,90,1500,32.3
Samand,1387,91,1800,54.6
Dena,1399,182,1800,134.2
Pride,1399,133,1500,31.7
Dena,1393,4,1800,106.0
Tiba,1387,98,1500,34.6
Dena,1395,30,1800,118.0
Pride,1392,229,1500,21.3
Peugeot,1398,148,2000,67.6
Peugeot,1396,155,2000,80.3
Samand,1388,72,1800,58.1
Samand,1396,239,1800,48.2
Pride,1400,175,1500,20.4
Peugeot,1395,131,2000,51.4
Peugeot,1399,248,2000,78.8
Dena,1402,33,1800,145.8
Samand,1399,27,1800,59.5
Pride,1394,69,1500,32.1
Tiba,1388,156,1500,51.6
Pride,1403,121,1500,42.6
Pride,1401,130,1500,21.2
Dena,1400,70,1800,120.9
Tiba,1385,158,1500,25.5
Samand,1403,167,1800,30.6
Samand,1403,139,1800,62.0
Samand,1392,202,1800,38.6
Tiba,1392,10,1500,44.2
Dena,1397,47,1800,103.6
Tiba,1386,154,1500,40.1
Pride,1401,241,1500,37.3
Pride,1401,94,1500,37.2
Dena,1402,39,1800,94.2
Samand,1401,210,1800,51.5
Peugeot,1400,213,2000,64.1
Pride,1397,152,1500,47.2
Tiba,1388,151,1500,30.6
Tiba,1390,58,1500,37.0
Dena,1403,198,1800,99.3
Dena,1394,34,1800,144.8
Tiba,1389,243,1500,52.6
Pride,1385,198,1500,28.6
Samand,1388,69,1800,62.6
Tiba,1401,4,1500,36.1
Samand,1396,162,1800,39.8
Tiba,1401,86,1500,32.1
Tiba,1393,217,1500,36.9
Tiba,1397,35,1500,28.9
Peugeot,1392,249,2000,81.2
Samand,1389,67,1800,48.9
Samand,1398,7,1800,42.9
Peugeot,1388,75,2000,105.6
Peugeot,1400,107,2000,78.8
Peugeot,1387,226,2000,46.1
Samand,1394,7,1800,58.0
Peugeot,1397,185,2000,90.4
Peugeot,1387,199,2000,88.8
Peugeot,1398,210,2000,108.4
Dena,1402,172,1800,128.4
Samand,1388,134,1800,47.6
Samand,1399,81,1800,61.8
Dena,1393,80,1800,119.3
Samand,1391,204,1800,37.0
Dena,1395,22,1800,139.1
Pride,1394,170,1500,25.8
Pride,1398,34,1500,41.5
Samand,1393,117,1800,33.6
Tiba,1395,173,1500,47.1
Samand,1400,104,1800,44.3
Pride,1390,61,1500,35.2
Samand,1389,31,1800,55.6
Samand,1385,92,1800,35.2
Tiba,1401,189,1500,46.1
Dena,1399,57,1800,130.6
Peugeot,1400,28,2000,84.8
Pride,1386,91,1500,27.6
Dena,1401,152,1800,129.4
Dena,1403,244,1800,131.4
Pride,1401,181,1500,42.4
Samand,1399,207,1800,35.4
Samand,1400,41,1800,50.3
Tiba,1401,242,1500,46.8
Samand,1403,177,1800,32.8
Dena,1393,136,1800,83.4
Pride,1399,200,1500,35.6
Samand,1389,79,1800,39.3
Dena,1402,20,1800,141.2
Peugeot,1390,221,2000,44.0
Samand,1392,35,1800,30.6
Tiba,1394,170,1500,37.8
Tiba,1393,158,1500,40.3
Peugeot,1393,130,2000,40.2
Pride,1388,47,1500,43.1
Pride,1402,185,1500,33.3
Pride,1389,112,1500,32.2
Samand,1391,105,1800,54.8
Peugeot,1390,214,2000,79.9
Peugeot,1396,237,2000,86.1
Pride,1395,211,1500,43.1
Dena,1393,247,1800,94.9
Peugeot,1392,58,2000,56.4
Samand,1389,173,1800,34.9
Samand,1394,12,1800,42.4
Samand,1392,78,1800,48.3
Tiba,1402,168,1500,47.4
Dena,1398,89,1800,104.9
Peugeot,1396,82,2000,58.8
Dena,1403,171,1800,92.3
Tiba,1402,246,1500,28.0
Peugeot,1403,163,2000,101.6
Peugeot,1399,20,2000,53.2
Peugeot,1390,72,2000,45.5
Pride,1388,147,1500,45.7
Samand,1395,116,1800,32.8
Pride,1385,109,1500,39.3
Peugeot,1392,6,2000,96.9
Peugeot,1395,85,2000,52.0
Dena,1385,132,1800,149.2
Tiba,1386,79,1500,39.0
Pride,1385,93,1500,30.7
Peugeot,1397,5,2000,42.9
Dena,1390,198,1800,122.3
Samand,1397,233,1800,56.1
Peugeot,1394,226,2000,63.5
Peugeot,1398,87,2000,100.8
Pride,1385,177,1500,30.9
Peugeot,1393,250,2000,41.9
Tiba,1388,238,1500,35.8
Peugeot,1392,46,2000,92.1
Samand,1390,81,1800,54.4
Samand,1403,149,1800,35.6
Peugeot,1391,25,2000,44.0
Samand,1397,222,1800,57.9
Samand,1385,154,1800,54.2
Peugeot,1394,69,2000,44.6
Tiba,1391,66,1500,45.0
Tiba,1394,195,1500,31.8
Peugeot,1397,173,2000,46.1
Tiba,1395,57,1500,27.9
Pride,1392,250,1500,21.7
Peugeot,1391,78,2000,56.9
Dena,1393,14,1800,103.4
Tiba,1385,109,1500,48.5
Samand,1401,162,1800,51.2
Dena,1391,238,1800,126.2
Tiba,1396,53,1500,36.2
Peugeot,1398,208,2000,73.2
Pride,1402,104,1500,49.5
Peugeot,1398,89,2000,62.9
Samand,1391,114,1800,55.6
Dena,1402,167,1800,142.4
Tiba,1397,167,1500,43.4
Pride,1386,234,1500,27.1
Dena,1400,23,1800,102.1
Pride,1400,161,1500,25.0
Dena,1391,212,1800,147.6
Pride,1388,182,1500,26.9
Samand,1401,150,1800,57.7
Tiba,1387,250,1500,53.8
Pride,1402,230,1500,34.4
Peugeot,1388,60,2000,72.0
Tiba,1392,126,1500,49.5
Peugeot,1385,25,2000,56.0
Samand,1396,161,1800,36.8
Dena,1388,189,1800,120.8
Pride,1388,230,1500,39.1
Dena,1402,109,1800,118.3
Tiba,1389,119,1500,41.0
Samand,1390,3,1800,34.4
Tiba,1400,155,1500,31.6
Pride,1386,111,1500,46.3
Tiba,1387,154,1500,51.0
Peugeot,1387,167,2000,109.4
Pride,1395,116,1500,35.7
Tiba,1390,166,1500,52.8
Samand,1392,240,1800,53.6
Peugeot,1395,200,2000,49.1
Pride,1392,133,1500,39.5
Samand,1389,33,1800,52.0
Samand,1402,128,1800,54.2
Samand,1403,55,1800,48.7
Peugeot,1400,15,2000,68.5
Tiba,1387,119,1500,27.5
Pride,1386,101,1500,49.5
Peugeot,1385,27,2000,104.1
Pride,1400,23,1500,49.6
Tiba,1401,104,1500,52.5
Tiba,1397,46,1500,37.3
Peugeot,1402,43,2000,98.8
Tiba,1396,233,1500,36.4
Peugeot,1402,105,2000,50.6
Tiba,1401,66,1500,27.4
Pride,1387,235,1500,45.4
Samand,1397,91,1800,42.8
Pride,1386,228,1500,37.9
Samand,1396,208,1800,51.9
Peugeot,1400,150,2000,45.1
Pride,1395,21,1500,41.0
Samand,1401,184,1800,30.2
Tiba,1388,82,1500,32.0
Samand,1401,104,1800,43.5
Dena,1396,213,1800,134.9
Samand,1387,87,1800,61.1
Samand,1386,45,1800,55.2
Pride,1392,146,1500,34.2
Peugeot,1390,16,2000,78.4
Peugeot,1390,201,2000,59.8
Peugeot,1402,39,2000,109.8
Peugeot,1403,138,2000,105.2
Samand,1401,20,1800,38.5
Tiba,1387,97,1500,54.2
Samand,1390,123,1800,49.7
Pride,1400,55,1500,30.7
Peugeot,1385,28,2000,68.5
Dena,1388,145,1800,156.2
Samand,1398,207,1800,41.7
Peugeot,1385,63,2000,60.5
Pride,1389,85,1500,37.1
Tiba,1395,43,1500,35.7
Tiba,1399,116,1500,27.4
Dena,1388,57,1800,129.6
Tiba,1398,129,1500,54.7
Dena,1402,41,1800,99.7
Tiba,1386,42,1500,36.4
Tiba,1392,6,1500,34.0
Tiba,1398,216,1500,27.6
Peugeot,1403,197,2000,101.3
Peugeot,1387,131,2000,44.2
Dena,1390,88,1800,133.3
Tiba,1393,190,1500,38.1
Tiba,1396,220,1500,26.5
Dena,1403,16,1800,149.5
Dena,1398,186,1800,159.1
Pride,1385,226,1500,31.1
Dena,1388,237,1800,124.8
Pride,1402,45,1500,35.4
Samand,1400,114,1800,35.1
Pride,1385,191,1500,40.1
Samand,1397,130,1800,38.0
Dena,1390,101,1800,85.4
Peugeot,1386,111,2000,92.4
Tiba,1388,232,1500,36.2
Samand,1390,193,1800,49.2
Samand,1400,65,1800,34.1
Samand,1399,123,1800,60.4
Samand,1398,115,1800,35.0
Samand,1386,9,1800,34.0
Pride,1391,29,1500,35.6
Tiba,1394,119,1500,49.0
Peugeot,1394,152,2000,90.5
Pride,1398,213,1500,26.2
Samand,1391,48,1800,52.0
Samand,1401,120,1800,49.3
Peugeot,1391,212,2000,50.2
Dena,1388,204,1800,108.6
Dena,1399,94,1800,90.5
Tiba,1396,211,1500,53.1
Pride,1388,107,1500,27.2
Pride,1403,18,1500,29.5
Peugeot,1387,154,2000,58.7
Dena,1400,156,1800,153.1
Samand,1386,203,1800,63.2
Peugeot,1389,248,2000,92.0
Tiba,1400,39,1500,49.8
Pride,1385,210,1500,44.9
Peugeot,1386,44,2000,60.2
Dena,1389,141,1800,146.1
Samand,1385,111,1800,62.5
Samand,1392,30,1800,43.4
Tiba,1392,222,1500,46.2
Samand,1394,4,1800,40.9
Pride,1387,9,1500,25.5
Dena,1400,243,1800,102.6
Tiba,1387,121,1500,32.1
Tiba,1395,140,1500,31.7
Tiba,1394,240,1500,25.9
Peugeot,1389,141,2000,76.0
Pride,1397,7,1500,38.5
Peugeot,1394,128,2000,68.6
Samand,1389,55,1800,41.8
Pride,1403,178,1500,47.1
Peugeot,1386,70,2000,83.7
Dena,1401,164,1800,99.8
Dena,1403,61,1800,116.8
Tiba,1400,127,1500,45.3
Peugeot,1400,162,2000,89.3
Tiba,1386,13,1500,37.3
Peugeot,1403,46,2000,55.3
Samand,1390,47,1800,36.1
Tiba,1389,72,1500,34.9
Peugeot,1403,64,2000,48.9
Peugeot,1385,123,2000,98.0
Tiba,1401,190,1500,38.8
Samand,1392,170,1800,42.1
Peugeot,1390,208,2000,55.2
Dena,1402,128,1800,145.3
Samand,1401,9,1800,62.4
Pride,1387,30,1500,38.2
Pride,1395,133,1500,20.2
Pride,1396,140,1500,34.9
Pride,1396,226,1500,26.1
Dena,1390,192,1800,84.2
Pride,1403,211,1500,27.9
Tiba,1388,196,1500,53.0
Peugeot,1386,189,2000,57.8
Tiba,1390,199,1500,40.0
Tiba,1386,117,1500,38.6
Pride,1396,200,1500,48.8
Peugeot,1403,249,2000,69.3
Samand,1387,194,1800,62.1
Dena,1401,115,1800,142.2
Dena,1398,3,1800,147.4
Samand,1388,185,1800,41.0
Peugeot,1402,198,2000,105.5
Peugeot,1398,171,2000,53.2
Peugeot,1386,92,2000,107.2
Tiba,1399,53,1500,26.1
Pride,1396,123,1500,25.1
Dena,1403,140,1800,85.1
Tiba,1388,203,1500,29.8
Dena,1389,232,1800,87.6
Peugeot,1391,192,2000,89.3
Dena,1388,178,1800,120.6
Pride,1388,84,1500,22.9
Dena,1395,108,1800,144.1
Tiba,1391,157,1500,44.6
Peugeot,1402,149,2000,55.1
Tiba,1394,193,1500,28.8
Dena,1392,37,1800,85.1
Peugeot,1395,63,2000,67.3
Dena,1392,40,1800,128.8
Samand,1402,77,1800,34.6
Dena,1392,155,1800,142.0
Peugeot,1386,247,2000,107.9
Peugeot,1399,41,2000,98.7
Peugeot,1400,222,2000,58.5
Dena,1396,78,1800,153.6
Tiba,1399,242,1500,50.8
Samand,1402,222,1800,36.3
Samand,1390,195,1800,43.4
Peugeot,1397,196,2000,46.0
Dena,1385,23,1800,113.8
Dena,1389,229,1800,140.8
Peugeot,1385,209,2000,74.9
Pride,1391,149,1500,49.1
Pride,1389,29,1500,21.7
Tiba,1398,48,1500,28.5
Tiba,1402,50,1500,48.5
Tiba,1388,172,1500,42.9
Tiba,1394,212,1500,29.7
Pride,1391,100,1500,25.2
Dena,1398,136,1800,113.7
Peugeot,1387,176,2000,96.9
Pride,1391,24,1500,40.0
Dena,1401,215,1800,100.4
Peugeot,1402,100,2000,48.3
Pride,1388,207,1500,36.1
Pride,1391,126,1500,24.5
Tiba,1385,100,1500,53.0
Tiba,1386,177,1500,29.4
Tiba,1403,165,1500,51.7
Tiba,1385,37,1500,25.2
Tiba,1391,14,1500,53.3
Dena,1401,139,1800,100.3
Pride,1396,38,1500,34.2
Peugeot,1399,159,2000,99.0
Peugeot,1399,35,2000,48.3
Peugeot,1385,11,2000,105.8
Tiba,1399,79,1500,44.4
Dena,1390,162,1800,95.4
Pride,1402,97,1500,48.8
Samand,1395,182,1800,37.9
Peugeot,1390,121,2000,51.5
Samand,1396,119,1800,38.5
Samand,1393,19,1800,48.9
Peugeot,1396,101,2000,54.0
Tiba,1395,13,1500,39.5
Dena,1396,95,1800,152.4
